ahe year bachelor female age
21.685760498 2008 1 0 29
23.5 2008 0 0 32
18.0769233704 2008 1 0 33
19.2307701111 2008 0 0 25
14.4230766296 2008 0 0 26
24.0384616852 2008 1 1 34
45.5465583801 2008 0 1 32
12.0192308426 2008 0 0 28
9.6153850555 2008 0 0 32
12.0192308426 2008 0 1 34
28.8461532593 2008 0 1 28
17.1517677307 2008 0 1 28
16.2895927429 2008 1 0 25
17.5401077271 2008 1 1 26
10.5769233704 2008 1 1 26
14.0332641602 2008 1 1 25
26.1538467407 2008 0 1 31
17.3377456665 2008 0 0 33
10.7843141556 2008 0 0 25
13.4615383148 2008 1 0 33
19.2307701111 2008 0 0 30
16.0256404877 2008 0 0 32
16.8269233704 2008 0 0 33
12.0192308426 2008 0 0 25
12.0879125595 2008 0 1 25
15.3846149445 2008 1 1 25
14.903845787 2008 0 0 26
76.9230804443 2008 1 0 34
31.25 2008 1 0 33
16.9946327209 2008 1 0 26
27.8846149445 2008 0 0 27
29.0384616852 2008 1 0 27
9.6153850555 2008 1 1 34
31.4685306549 2008 1 0 34
5.7692308426 2008 0 0 27
18.2926826477 2008 1 1 26
13.4615383148 2008 1 1 28
16.8269233704 2008 1 0 32
25.4807701111 2008 0 0 33
17.5824184418 2008 1 1 32
17.7884616852 2008 1 1 27
4.8076925278 2008 0 1 29
36.0576934814 2008 0 0 34
12.0192308426 2008 1 1 32
12.0192308426 2008 0 0 30
14.4230766296 2008 0 1 34
8.0128202438 2008 0 1 34
17.3076915741 2008 0 0 28
17.3076915741 2008 0 0 30
9.8901100159 2008 0 1 29
12.9807691574 2008 1 1 30
26.4423084259 2008 1 0 33
24.7863254547 2008 1 0 27
27.8846149445 2008 1 0 27
36.0576934814 2008 1 0 33
13.4615383148 2008 1 1 32
13.6999998093 2008 0 0 25
27.8846149445 2008 0 1 30
16.8269233704 2008 0 1 29
10.2403850555 2008 1 1 26
18 2008 0 0 30
28.8461532593 2008 1 0 31
12.5 2008 1 0 26
12.5 2008 0 0 34
18.2692298889 2008 1 1 25
11.1111106873 2008 1 1 27
10.096154213 2008 0 1 27
27.985830307 2008 1 1 34
19.2307701111 2008 1 1 28
13.4615383148 2008 1 0 34
12.0192308426 2008 0 0 29
24.0384616852 2008 0 0 31
44.5913467407 2008 1 1 30
17.1428565979 2008 0 0 29
12.1457490921 2008 0 0 30
23.2179489136 2008 1 1 31
17.9807701111 2008 1 0 30
17.0673084259 2008 1 1 25
40.8653831482 2008 1 1 32
9.1346149445 2008 0 0 26
28.8461532593 2008 1 0 31
24.0384616852 2008 1 1 26
9.6153850555 2008 1 0 27
33.6538467407 2008 1 0 31
31.25 2008 1 1 27
13.3547010422 2008 0 0 34
5.7692308426 2008 0 0 28
9.3406591415 2008 0 1 34
23.0769233704 2008 1 0 33
24.0384616852 2008 1 1 27
9.5673074722 2008 0 1 30
27.8846149445 2008 1 0 31
38.4615402222 2008 1 0 30
18.75 2008 0 1 29
5.7692308426 2008 0 1 33
19.2307701111 2008 1 1 29
15.8653850555 2008 0 0 26
18.0288467407 2008 1 0 28
20.8333339691 2008 1 0 28
14.8351650238 2008 0 0 33
15.8653850555 2008 1 1 27
24.0384616852 2008 1 1 33
14.9572649002 2008 0 0 29
12.0192308426 2008 0 0 28
12.9807691574 2008 1 1 27
40.8653831482 2008 1 1 31
5.7692308426 2008 0 1 25
48.0769233704 2008 0 1 31
9.6153850555 2008 0 0 28
8.6206893921 2008 0 1 28
15.304807663 2008 0 0 32
22.5 2008 0 0 28
26.7094020844 2008 1 1 31
13.1879119873 2008 0 1 34
7.2115383148 2008 0 0 30
36.5384597778 2008 1 0 32
4.8076925278 2008 0 0 34
6.0096154213 2008 0 1 26
31.25 2008 1 1 33
7.6923074722 2008 0 1 30
9 2008 0 1 34
21.6346149445 2008 1 0 30
22.1153850555 2008 1 1 32
26.4423084259 2008 1 0 31
24.0384616852 2008 0 0 33
24.0384616852 2008 0 1 34
11.778845787 2008 0 1 32
10.5769233704 2008 0 0 27
11.5388460159 2008 0 0 25
12.5 2008 0 0 32
19.7115383148 2008 1 0 25
24.5192298889 2008 1 1 26
31.2509613037 2008 1 0 26
9.1346149445 2008 0 1 25
17.9807701111 2008 1 0 33
8.3160085678 2008 0 1 26
18.0288467407 2008 0 0 26
18.0288467407 2008 0 0 26
7.6442308426 2008 0 0 33
5.7692308426 2008 0 1 28
16.1538467407 2008 0 0 33
25.1068382263 2008 1 0 29
30.4114494324 2008 1 1 34
15 2008 0 0 26
9.1346149445 2008 0 1 25
26.6272182465 2008 1 0 30
24.0384616852 2008 1 1 28
34.6153831482 2008 1 0 29
27.8846149445 2008 1 0 32
14.4230766296 2008 0 0 26
11.6000003815 2008 0 0 27
17.1875 2008 1 1 34
23.0769233704 2008 1 0 32
16.0256404877 2008 1 0 30
9.6153850555 2008 1 1 26
6.7307691574 2008 0 0 32
12.5 2008 1 1 28
12.5 2008 0 1 25
19.2307701111 2008 0 0 28
8.653845787 2008 0 0 28
16.9798069 2008 1 1 28
17.7884616852 2008 1 1 26
28.8461532593 2008 0 0 31
19.2307701111 2008 0 0 33
7.5910930634 2008 0 1 33
12.9807691574 2008 1 1 25
12.9807691574 2008 1 1 30
29.8076915741 2008 0 1 34
23.0769233704 2008 0 0 33
15.7024040222 2008 0 1 26
21.9780216217 2008 0 0 26
33.1730766296 2008 1 0 29
9 2008 0 0 33
16.8269233704 2008 0 0 30
35.2564086914 2008 0 0 30
28.8461532593 2008 1 0 30
13.4615383148 2008 0 1 30
12.5 2008 1 0 31
17.8571434021 2008 0 0 26
17.9487171173 2008 0 0 27
11.5384616852 2008 0 0 32
12.0192308426 2008 1 1 32
12.8205127716 2008 0 1 27
12.5 2008 1 1 26
33.6538467407 2008 1 1 30
45.6730766296 2008 1 0 27
21.6346149445 2008 0 0 26
39.7115402222 2008 0 0 33
29.0598297119 2008 1 0 28
7.4786324501 2008 0 1 30
11.7708330154 2008 0 0 29
10.096154213 2008 0 1 28
12.0192308426 2008 0 1 29
18.75 2008 1 1 34
40.5982894897 2008 0 0 33
20.3296699524 2008 1 1 34
14.4230766296 2008 0 1 33
8.653845787 2008 0 1 34
13.3333330154 2008 1 0 27
16.8269233704 2008 1 1 33
11.0576925278 2008 0 1 33
14.4230766296 2008 0 1 33
22.5961532593 2008 0 0 32
16.2393169403 2008 0 0 26
14.529914856 2008 1 0 25
11.5384616852 2008 0 1 29
20.1923084259 2008 1 1 29
9.226190567 2008 0 0 34
23.5042743683 2008 1 1 34
19.2307701111 2008 0 0 30
28.8461532593 2008 1 0 29
16.8269233704 2008 0 0 30
14.4230766296 2008 0 1 28
26.4957256317 2008 0 0 30
17.5213680267 2008 1 0 30
23.4134616852 2008 1 1 33
28.8461532593 2008 0 0 33
14.4230766296 2008 1 1 32
6.25 2008 0 0 28
12.0192308426 2008 0 1 29
13.9423074722 2008 0 0 26
10.096154213 2008 1 1 27
13.8888893127 2008 0 1 31
10.4395608902 2008 0 0 28
16.8269233704 2008 1 1 28
11.5384616852 2008 0 0 26
22.3613586426 2008 0 0 28
10.5769233704 2008 0 0 28
17.3076915741 2008 0 0 27
14.4230766296 2008 0 1 26
14.4230766296 2008 1 1 27
26.4423084259 2008 1 0 34
15.6593408585 2008 1 1 32
15.3846149445 2008 1 1 28
9.6153850555 2008 0 1 34
12.0192308426 2008 0 0 25
15.3846149445 2008 1 0 32
13.846154213 2008 1 0 26
13.9860143661 2008 0 0 30
11.0769233704 2008 1 0 26
26.1437911987 2008 1 1 25
25.6410255432 2008 1 0 25
18.2692298889 2008 1 1 32
24.0384616852 2008 1 0 25
11.5384616852 2008 0 0 26
16.3846149445 2008 0 0 26
16.2259616852 2008 1 0 25
25.4807701111 2008 1 0 25
18.2692298889 2008 0 1 25
32.0512809753 2008 1 1 33
29.7619056702 2008 1 0 31
26.9230766296 2008 1 0 33
22.2222213745 2008 1 1 32
8.7606840134 2008 0 0 30
15.3846149445 2008 1 0 29
14.529914856 2008 1 1 30
13.846154213 2008 0 0 34
15.3846149445 2008 0 0 28
15.6529512405 2008 0 0 33
13.221154213 2008 0 0 29
13.846154213 2008 0 0 31
11.2244901657 2008 0 1 31
18.2692298889 2008 1 1 34
8.2417583466 2008 0 1 27
15.1442308426 2008 0 1 26
7.7202796936 2008 0 0 32
18.2692298889 2008 1 1 27
12.6518220901 2008 1 1 32
18.218624115 2008 0 0 32
16.3461532593 2008 1 0 33
22.5961532593 2008 1 1 34
16.0256404877 2008 1 0 30
23.0769233704 2008 1 0 30
23.0769233704 2008 1 1 28
12.0192308426 2008 1 1 25
23.5042743683 2008 1 0 28
34.1880340576 2008 1 0 28
26.2237758636 2008 1 0 25
35.0427360535 2008 0 0 30
16.8269233704 2008 1 0 26
33.8942298889 2008 1 0 26
17.3076915741 2008 0 0 34
21.6346149445 2008 0 0 27
7.3717947006 2008 0 0 30
41.6666679382 2008 1 0 32
12.9807691574 2008 0 1 28
4.5673074722 2008 0 0 29
24.0384616852 2008 0 0 28
20.3846149445 2008 1 1 31
42.3951034546 2008 1 0 31
14.903845787 2008 1 1 32
15.3846149445 2008 0 0 27
10.7692308426 2008 1 1 28
9.1346149445 2008 0 0 28
14.4230766296 2008 0 0 25
20.9790210724 2008 1 0 31
15.3846149445 2008 1 1 27
13.4615383148 2008 1 0 30
15 2008 1 1 29
7.6923074722 2008 1 1 26
14.4230766296 2008 0 0 27
11.5384616852 2008 0 1 25
21.9230766296 2008 1 0 32
32.6923065186 2008 1 1 32
42.3076934814 2008 1 0 34
16.5865383148 2008 1 1 31
12.5 2008 0 1 33
14.4235572815 2008 0 0 33
22.1153850555 2008 0 1 31
19.6971149445 2008 1 1 28
16.2245006561 2008 0 0 33
4.0064101219 2008 0 0 31
11.5384616852 2008 0 1 32
7.1428570747 2008 0 0 31
12.5009613037 2008 0 0 26
12.0192308426 2008 0 1 33
19.2307701111 2008 1 1 33
45.6730766296 2008 1 0 34
11.9791669846 2008 0 0 32
8.1730766296 2008 0 1 25
15.625 2008 0 0 29
24.0384616852 2008 1 1 33
16.0256404877 2008 1 0 33
16.8269233704 2008 1 1 28
13.9860143661 2008 0 0 31
12.8205127716 2008 0 1 33
15.3846149445 2008 0 1 26
16.3461532593 2008 0 1 32
11.9433202744 2008 0 1 25
26.4423084259 2008 1 0 29
11.5384616852 2008 0 1 28
15.3846149445 2008 1 1 31
26.2237758636 2008 0 0 29
8.2417583466 2008 0 1 26
24.0384616852 2008 1 0 32
21.6783218384 2008 1 0 31
14.6153850555 2008 1 0 29
16.6666660309 2008 0 0 26
14.4230766296 2008 0 0 29
20.6730766296 2008 0 1 34
34.9650344849 2008 0 0 30
15.8653850555 2008 0 1 27
6.6666665077 2008 0 0 32
21.6346149445 2008 0 0 31
33.5664329529 2008 1 1 34
4.0064101219 2008 1 1 33
7.5 2008 0 1 25
7.5 2008 0 0 31
22.2222213745 2008 1 1 30
16.8269233704 2008 0 0 28
11.5384616852 2008 0 1 33
12.745098114 2008 0 0 26
41.025642395 2008 0 0 25
11.0576925278 2008 0 1 32
9.6153850555 2008 0 0 34
9.6153850555 2008 1 1 33
16.8269233704 2008 1 1 31
34.2307701111 2008 1 0 33
11.5384616852 2008 0 0 34
2.7472527027 2008 0 1 30
19.2307701111 2008 0 0 27
8.6032390594 2008 0 0 31
8.861538887 2008 0 1 27
21.1538467407 2008 0 0 29
8.2417583466 2008 0 1 30
17.0940170288 2008 0 0 29
11.5394229889 2008 0 0 29
8.5470085144 2008 0 0 28
3.8461537361 2008 0 1 25
15 2008 0 0 32
20.1923084259 2008 1 0 33
26.2019233704 2008 1 1 33
19.963186264 2008 1 0 30
3.8461537361 2008 1 1 26
4.8076925278 2008 1 0 27
6.9270834923 2008 0 1 28
9.5754165649 2008 1 0 34
11.0576925278 2008 0 0 27
17.7884616852 2008 0 0 25
14.4230766296 2008 1 0 26
16.8269233704 2008 1 1 27
6.6092309952 2008 0 1 29
12.8205127716 2008 1 0 26
10.0947113037 2008 1 0 27
11.5384616852 2008 0 1 26
9.6153850555 2008 0 1 26
18.2692298889 2008 1 1 28
5.7692308426 2008 0 1 27
18.8034191132 2008 1 1 30
18.2692298889 2008 0 0 33
12.9807691574 2008 1 1 28
20.3846149445 2008 1 0 30
4.8076925278 2008 0 0 34
6.372549057 2008 1 0 26
6.372549057 2008 1 0 30
29.9145298004 2008 1 1 34
25 2008 1 0 28
9.6153850555 2008 1 1 30
25.6410255432 2008 1 0 32
11.5384616852 2008 0 0 34
21.6346149445 2008 1 1 34
10.5769233704 2008 0 1 28
27.8846149445 2008 0 0 25
36.2980766296 2008 1 0 28
23.4375 2008 1 1 34
9.5858974457 2008 1 1 31
30.7692298889 2008 1 0 31
46.9230766296 2008 1 0 32
25.4807701111 2008 0 0 30
17.7884616852 2008 1 1 25
10.1398601532 2008 1 0 25
13.4615383148 2008 1 0 26
23.5576915741 2008 1 0 26
24.0384616852 2008 1 0 25
52.8846168518 2008 1 0 30
17.3076915741 2008 1 1 30
19.2307701111 2008 1 1 33
31.25 2008 1 1 33
43.2692298889 2008 1 1 28
17.3076915741 2008 1 1 26
19.2307701111 2008 1 0 34
4.8076925278 2008 0 1 30
7.2115383148 2008 1 1 30
34.1880340576 2008 1 0 28
38.4615402222 2008 1 1 32
14.261133194 2008 1 0 26
29.8076915741 2008 1 0 28
4.6153845787 2008 0 1 26
16.1923084259 2008 1 1 29
26.4423084259 2008 1 0 30
24.6153850555 2008 1 0 34
16.4835166931 2008 0 1 32
15.2859964371 2008 1 0 34
13.4615383148 2008 1 0 26
9.6153850555 2008 1 0 30
19.2307701111 2008 1 0 32
21.9780216217 2008 1 0 33
20.6730766296 2008 1 0 31
16.8269233704 2008 0 0 31
21.1538467407 2008 1 1 28
10.2857141495 2008 1 1 25
18.75 2008 1 1 26
21.1538467407 2008 1 1 33
12.5 2008 0 1 26
21.1538467407 2008 1 1 27
26.4957256317 2008 1 0 25
33.1730766296 2008 1 1 34
26.4423084259 2008 1 1 32
15 2008 1 0 26
6.5384616852 2008 0 1 29
15.625 2008 1 0 28
13.4615383148 2008 0 1 28
17.6620197296 2008 1 1 32
13.9860143661 2008 0 0 29
18.2692298889 2008 0 1 29
36.7788467407 2008 1 1 34
12.0201921463 2008 1 0 30
20.1923084259 2008 1 1 26
24.0384616852 2008 1 0 25
24.0384616852 2008 1 1 25
10.5769233704 2008 1 0 25
19.2307701111 2008 1 1 25
8.25 2008 0 1 29
27.7786331177 2008 1 0 33
9.8076925278 2008 0 1 29
11.0576925278 2008 0 0 32
15.3846149445 2008 1 1 26
17.0940170288 2008 1 1 28
9.0909090042 2008 0 1 26
26.4423084259 2008 1 1 32
40.8653831482 2008 1 0 30
30.6776561737 2008 1 0 28
16.0256404877 2008 0 0 26
15 2008 0 1 29
34.6153831482 2008 1 0 31
13.846154213 2008 1 1 31
25 2008 1 1 26
28.2051277161 2008 1 0 26
18.2692298889 2008 0 1 31
19.2307701111 2008 1 0 31
23.0769233704 2008 1 1 29
16.0256404877 2008 1 0 30
14.1700401306 2008 0 0 25
38.4615402222 2008 1 0 34
12.9120874405 2008 0 1 27
37.5 2008 1 0 33
13.846154213 2008 0 1 32
25 2008 1 1 25
12.0192308426 2008 1 0 26
16.3461532593 2008 0 0 31
8.653845787 2008 0 1 31
13.7362632751 2008 0 0 30
7.6923074722 2008 1 0 30
34.6153831482 2008 1 1 31
16.8269233704 2008 0 1 29
19.7115383148 2008 1 0 31
21.1538467407 2008 0 0 33
36.6322097778 2008 1 0 32
13.8778848648 2008 1 1 26
19.2307701111 2008 1 0 27
19.2307701111 2008 1 0 29
19.2307701111 2008 0 1 34
19.7115383148 2008 1 1 26
19.7115383148 2008 1 1 27
21.6346149445 2008 0 0 33
16.8269233704 2008 1 1 31
16.8269233704 2008 0 1 27
15.3846149445 2008 1 0 34
34.6153831482 2008 1 0 32
38.4615402222 2008 1 1 31
45.6730766296 2008 1 0 33
14.4230766296 2008 1 1 28
32.9059829712 2008 1 0 31
19.2307701111 2008 1 0 34
15 2008 0 1 28
17.3076915741 2008 1 1 30
21.2550601959 2008 1 1 30
17.8899822235 2008 0 1 31
44.2307701111 2008 1 0 29
15.3846149445 2008 1 1 31
12.8210258484 2008 0 0 25
9.6160259247 2008 1 1 31
25.0019226074 2008 0 0 25
25 2008 1 1 30
31.7094020844 2008 1 0 34
40.8653831482 2008 1 0 30
19.2307701111 2008 1 0 29
14.4230766296 2008 0 1 29
30.3643722534 2008 1 1 28
18.2692298889 2008 0 0 30
28.8461532593 2008 0 0 32
12.0192308426 2008 0 1 34
24.0384616852 2008 0 0 33
11.2244901657 2008 0 0 32
19.2307701111 2008 1 1 29
14.4230766296 2008 0 0 28
16.8269233704 2008 0 0 34
23.0769233704 2008 1 1 31
8.653845787 2008 0 0 31
2.2926471233 2008 0 0 30
28.6458339691 2008 1 0 33
26.4423084259 2008 1 1 32
18.75 2008 0 0 34
12.1499996185 2008 0 1 34
16.0256404877 2008 0 0 26
13.4615383148 2008 0 1 26
14.4230766296 2008 0 0 29
4.8076925278 2008 1 1 31
13.0769233704 2008 0 0 29
11.0576925278 2008 0 0 30
9.6153850555 2008 0 1 25
14.4230766296 2008 0 0 25
13.4615383148 2008 0 0 27
16.8269233704 2008 1 1 33
19.2307701111 2008 0 0 33
19.2307701111 2008 1 1 31
15.8653850555 2008 0 0 29
8.1730766296 2008 0 1 29
17.3076915741 2008 0 0 28
15.0379810333 2008 0 0 28
9.6153850555 2008 0 1 34
22.5 2008 1 1 32
18.75 2008 0 0 31
20.9401702881 2008 0 0 32
21.6346149445 2008 1 1 27
14.4230766296 2008 0 0 32
15.8653850555 2008 1 1 26
4.9926037788 2008 1 0 32
33.9067306519 2008 1 0 30
34.1880340576 2008 1 0 30
32.0512809753 2008 1 0 31
43.2692298889 2008 1 1 29
18.5904769897 2008 0 0 27
12.0192308426 2008 0 1 33
36.0576934814 2008 1 0 34
20.9895839691 2008 0 1 33
42.3076934814 2008 1 0 30
34.2657356262 2008 1 0 31
15.8653850555 2008 1 0 27
16.3461532593 2008 1 1 28
26.4423084259 2008 0 0 33
13.4615383148 2008 0 1 29
28.8461532593 2008 1 1 33
9.6153850555 2008 0 1 33
7.2115383148 2008 0 1 26
19.2307701111 2008 1 1 27
26.4423084259 2008 1 1 25
28.8461532593 2008 1 1 33
18.7999992371 2008 0 0 28
22.6495723724 2008 1 0 27
16.7832164764 2008 1 0 27
16.1001796722 2008 1 1 34
18.8609466553 2008 1 0 29
14.4230766296 2008 0 1 30
13.9423074722 2008 0 0 34
11.1888113022 2008 1 1 25
16.3461532593 2008 1 0 26
20.6730766296 2008 1 1 25
27.4230766296 2008 1 1 29
19.8557701111 2008 1 0 30
12.9807691574 2008 0 1 29
24.0384616852 2008 1 0 26
17.8571434021 2008 1 0 27
15.8119659424 2008 1 0 25
8.3916082382 2008 0 0 25
11.1888113022 2008 1 0 25
28.8461532593 2008 1 0 27
32.4786338806 2008 1 0 34
12.5 2008 1 0 25
9.6153850555 2008 1 1 25
72.1153869629 2008 1 0 28
11.5384616852 2008 1 1 29
25 2008 1 1 32
23.0769233704 2008 0 0 26
21.875 2008 1 1 32
20.4326915741 2008 1 0 28
16.8269233704 2008 1 1 25
18.0288467407 2008 0 0 34
12.0192308426 2008 0 1 30
22.5274734497 2008 1 0 33
25 2008 0 1 30
9.6153850555 2008 0 0 27
3.3653845787 2008 1 0 26
21.2418308258 2008 0 0 28
12.7792310715 2008 1 0 29
43.2692298889 2008 1 0 34
17.7884616852 2008 1 1 30
18.9102573395 2008 1 0 33
31.7307701111 2008 1 0 34
12.0192308426 2008 0 0 29
32.6923065186 2008 1 0 32
14.4230766296 2008 0 1 26
28.2119655609 2008 1 0 28
15.9615383148 2008 1 0 31
12.5 2008 0 1 27
26.4423084259 2008 1 1 29
31.7307701111 2008 0 0 29
19.6153850555 2008 0 0 34
11.9230766296 2008 1 1 30
12.9807691574 2008 1 1 28
25 2008 1 0 30
13.9423074722 2008 1 1 25
36.0576934814 2008 0 0 31
21.1538467407 2008 0 0 29
22.1153850555 2008 1 0 30
8.5 2008 0 1 34
7.0192308426 2008 0 1 33
15.3846149445 2008 0 0 29
17.3076915741 2008 0 0 25
27.9720287323 2008 1 1 28
12.5721149445 2008 0 0 33
21.6346149445 2008 0 0 26
34.6153831482 2008 0 0 28
34.6153831482 2008 0 0 34
19.8717956543 2008 1 0 32
12.0192308426 2008 1 1 30
16.8269233704 2008 0 0 25
16 2008 0 0 34
9.8901100159 2008 0 0 26
17.3084621429 2008 1 0 33
21.1548080444 2008 1 1 29
16.9270839691 2008 1 1 32
16.8269233704 2008 1 1 31
12.4740123749 2008 0 0 30
12.6979169846 2008 0 1 29
17.0329666138 2008 1 1 34
12.9807691574 2008 0 1 28
18.8034191132 2008 0 0 31
25 2008 0 0 34
16.4835166931 2008 1 1 31
10.9890108109 2008 0 1 29
7.6923074722 2008 0 1 26
15.3846149445 2008 0 0 32
28.8466339111 2008 0 0 27
12.0192308426 2008 0 0 33
6.25 2008 0 0 27
17.3076915741 2008 1 1 28
24.0384616852 2008 1 0 34
13.4615383148 2008 1 1 30
15.8653850555 2008 1 1 31
17.3076915741 2008 0 0 29
16.6420116425 2008 0 0 31
11.0442304611 2008 1 1 32
12.0192308426 2008 0 0 32
21.2019233704 2008 1 1 34
16.8269233704 2008 0 0 27
8.8942308426 2008 0 1 34
24.0384616852 2008 1 0 31
9.6153850555 2008 0 0 26
12.8205127716 2008 0 0 28
14.4230766296 2008 1 1 30
19.2307701111 2008 1 1 33
6.6105771065 2008 1 0 30
13.9423074722 2008 0 0 29
22.3958339691 2008 0 0 28
17.7764949799 2008 1 0 28
9.6153850555 2008 1 1 27
15 2008 0 0 25
7.6923074722 2008 0 0 30
17.7884616852 2008 1 1 28
11.71875 2008 0 1 25
8.653845787 2008 0 0 33
9.6153850555 2008 0 1 28
5.7692308426 2008 0 1 30
7.5 2008 0 1 30
12.0192308426 2008 0 0 30
3.2967033386 2008 0 1 32
16.3461532593 2008 0 0 26
16.8269233704 2008 1 0 32
9.6153850555 2008 1 1 32
6.4903845787 2008 0 1 30
22.8365383148 2008 1 1 30
12.9048585892 2008 0 0 27
8.653845787 2008 1 1 29
38.3333320618 2008 1 1 28
15.3846149445 2008 0 1 28
25 2008 1 0 30
20 2008 1 0 32
7.7972025871 2008 1 1 25
9.4191522598 2008 1 0 30
9.1783218384 2008 0 0 25
8.4134616852 2008 1 0 29
29.5726490021 2008 1 0 33
7.6923074722 2008 1 1 27
16.5865383148 2008 1 1 27
28.8461532593 2008 0 0 29
15.3846149445 2008 0 0 34
9.6153850555 2008 0 0 27
14.4230766296 2008 0 1 29
24.5192298889 2008 0 0 34
20.8333339691 2008 0 0 29
5.7291665077 2008 0 0 34
21.6346149445 2008 0 0 31
26.4423084259 2008 0 0 34
6.25 2008 0 1 30
12.5 2008 0 1 31
18.2692298889 2008 0 0 34
14.9572649002 2008 1 1 26
14.2307691574 2008 0 0 27
10.1214570999 2008 1 1 27
22.5961532593 2008 1 0 33
20.1923084259 2008 1 1 29
25 2008 1 0 26
23.7980766296 2008 1 0 31
29.1208782196 2008 1 0 30
36.0576934814 2008 1 0 34
24.2914981842 2008 1 1 32
19.2307701111 2008 0 0 29
30.0480766296 2008 1 1 34
15.8653850555 2008 0 1 28
19.2307701111 2008 0 0 29
15.0501670837 2008 1 1 34
16.8269233704 2008 0 0 34
19.2307701111 2008 1 1 32
9 2008 0 0 30
15 2008 0 1 26
17.7884616852 2008 1 1 27
12.5 2008 1 1 27
18.7937068939 2008 1 0 30
21.4903850555 2008 0 0 30
11.5384616852 2008 0 1 29
27.8846149445 2008 1 0 30
5.7692308426 2008 0 1 26
17.8571434021 2008 1 1 27
21.6346149445 2008 0 1 30
21.6346149445 2008 0 0 31
38.4615402222 2008 1 0 34
12.7551021576 2008 0 1 32
12.6999998093 2008 0 0 31
31.25 2008 0 1 31
16.88555336 2008 1 1 28
25 2008 1 0 26
11.5384616852 2008 0 0 32
11.5384616852 2008 1 1 30
17 2008 1 0 30
34.1880340576 2008 1 0 31
20 2008 1 1 29
22.5 2008 1 0 26
13.4615383148 2008 0 1 26
24.0384616852 2008 1 1 27
12.8205127716 2008 0 1 31
11.9658117294 2008 1 1 33
5.9440560341 2008 0 1 33
9.6153850555 2008 0 1 30
19.2307701111 2008 1 1 30
18.2692298889 2008 0 0 33
23.5042743683 2008 1 1 33
27.7777786255 2008 1 0 32
31.25 2008 1 1 26
14.4230766296 2008 0 1 30
10 2008 1 0 27
16.3461532593 2008 1 1 27
23.6686382294 2008 1 0 30
8.8357591629 2008 0 1 26
24.0384616852 2008 1 0 29
22.5961532593 2008 1 1 32
7.2115383148 2008 0 1 28
16.8269233704 2008 0 0 34
11.5384616852 2008 0 0 29
24.0384616852 2008 1 0 30
18.1875 2008 1 0 28
13.9423074722 2008 0 0 28
35.4182701111 2008 1 0 29
24.0384616852 2008 1 0 29
24.0384616852 2008 1 0 28
13.4615383148 2008 0 0 25
20.1923084259 2008 0 0 33
11.2179489136 2008 0 1 25
27.8846149445 2008 1 0 32
5.7692308426 2008 0 0 25
18.8034191132 2008 1 1 25
7.4175825119 2008 0 1 30
12.0192308426 2008 0 1 34
9.2315387726 2008 0 0 27
21.6346149445 2008 0 1 26
14.4230766296 2008 1 0 27
21.367521286 2008 1 1 26
12.745098114 2008 0 0 33
40.5982894897 2008 0 0 31
19.2307701111 2008 0 0 25
16.3461532593 2008 1 1 28
8.3653850555 2008 0 0 28
13.9423074722 2008 0 1 25
24.0384616852 2008 0 0 27
12.0192308426 2008 1 1 30
35.6730766296 2008 1 0 33
9.6153850555 2008 0 0 29
19.2307701111 2008 0 0 28
29.4871788025 2008 1 0 31
16.0256404877 2008 0 1 31
6.25 2008 0 1 25
16.3461532593 2008 1 1 27
10.897436142 2008 1 0 30
12.9807691574 2008 1 1 31
13.75 2008 1 1 30
15 2008 1 0 30
8.1730766296 2008 0 0 32
20.6730766296 2008 0 0 33
4.1624999046 2008 0 0 25
12.7403850555 2008 0 1 33
16.4529914856 2008 0 0 30
7.2115383148 2008 0 0 28
13.7362632751 2008 1 1 30
7.6923074722 2008 0 1 25
10.1648349762 2008 0 0 28
36.0576934814 2008 1 0 31
9.6153850555 2008 0 0 33
28.8461532593 2008 1 0 33
22.8085861206 2008 1 1 32
20.1923084259 2008 1 0 25
24.7863254547 2008 1 0 32
22.3076915741 2008 1 0 26
10.7692308426 2008 1 1 27
12.5 2008 1 0 26
24.2788467407 2008 0 0 26
14.4230766296 2008 1 1 27
12.9807691574 2008 1 1 25
13.4615383148 2008 1 0 27
16.3461532593 2008 1 1 30
18.627450943 2008 0 0 30
14.6367521286 2008 1 1 25
13.1428575516 2008 0 0 34
16.2087917328 2008 0 1 31
9.8958330154 2008 1 0 27
10.096154213 2008 0 1 28
19.2307701111 2008 1 0 29
12.5223617554 2008 1 1 28
21.685760498 2008 1 0 30
42.735042572 2008 1 1 27
21.6346149445 2008 1 0 27
11.6279067993 2008 0 0 32
16.0256404877 2008 1 0 25
25.2884616852 2008 1 1 31
13.221154213 2008 1 0 26
18.2211532593 2008 1 1 34
8.5470085144 2008 1 1 30
7.1153845787 2008 0 0 26
11.0576925278 2008 1 1 28
15 2008 1 0 30
6.7307691574 2008 1 1 34
20.5128211975 2008 0 0 34
12.5 2008 1 1 30
3.5999999046 2008 0 0 30
25 2008 1 0 29
9.6153850555 2008 1 0 34
9.6153850555 2008 1 1 34
28.8461532593 2008 1 0 34
14.6634616852 2008 1 0 25
21.6346149445 2008 1 1 34
12.3076925278 2008 0 0 26
12.8205127716 2008 0 1 32
23.0769233704 2008 1 0 32
17.7884616852 2008 1 1 32
19.0559444427 2008 1 0 32
12.0192308426 2008 0 1 25
